color_element	spell_incantation
yellow	"O' holy light, shine upon me and dispel the darkness that shrouds my soul; Let your radiance guide me towards the path of righteousness, and banish all evil that dares to stand in my way; Divine Illumination!"
yellow	"O' keeper of the dawn, let your radiance break through the darkness; Let your warmth and energy drive away the shadows, and let your light empower me; Dawn's Embrace!"
yellow	"O' life-giving breath, fill my lungs with your divine essence and awaken the dormant power within me; Let your vitality flow through my veins, and grant me the strength to overcome any obstacle; Breath of Renewal!"
yellow	"O' life-giving force, let your power surge through me and revitalize my spirit; Let your healing light and energy restore me to full strength, and let me rise again; Revitalizing Surge!"
yellow	"O' life-giving soil, awaken the dormant seeds and let them sprout into a forest of vitality; Let the power of growth and renewal bloom in abundance, and heal the wounds of the earth; Nature's Rebirth!"
yellow	"O' purest light, shine upon and reveal the truth; Let the darkness be dispelled, and let the secrets of the universe be unveiled; Illuminating Ray!"
yellow	"O' purifying light of the celestial dawn, cleanse the bodies and souls of my allies from all afflictions; Let the power of your divine radiance restore their strength and vigor; Purification of the Celestial Luminary!"
yellow	"O' purifying light, let your radiance vanquish the forces of corruption and decay; Let your power purify and cleanse, and let the darkness be banished; Celestial Purge!"
yellow	"O' radiant aura of the celestial guardian, envelop my allies in your protective embrace; Grant them the fortitude to endure the harshest of trials and emerge victorious; Blessing of the Celestial Aegis!"
yellow	"O' radiant auroras, the celestial tapestry that adorns the heavens, grant me the beauty and power of your ephemeral embrace; Let the shifting lights dance to my whims, and unleash a dazzling storm of elemental might; Aurora's Waltz of the Enchanted Sky!"
yellow	"O' radiant light of the heavens, infuse my body with your holy energy and purify all that is impure; Radiant Purification!"
yellow	"O' radiant star, let your light pierce through the heavens and illuminate my path; Let the power of the cosmos be at my fingertips, and let my will shape the universe; Cosmic Revelation!"
yellow	"O' radiant sun, bless me with your divine radiance and grant me the power to heal all that is broken; Let your light purify my soul and heal my wounds, and let your warmth fill me with vitality; Solar Blessing!"
yellow	"O' radiant sun, bless me with your radiance and grant me the power to heal all that is broken; Let your light mend all wounds and bring peace to troubled hearts; Solar Restoration!"
yellow	"O' radiant sun, grant me the power to heal and mend; Let your light purify my wounds and rejuvenate my soul; Divine Radiance!"
yellow	"O radiant sun, grant me your unyielding strength; Kindle within me the blazing heart of your eternal fire; With courage unbreakable and determination unwavering, I shall wield your solar might; I beseech the Solar Spirit of Unstoppable Valor!"
yellow	"O' sacred fount of purity, let your waters cleanse the ailments that plague both body and soul; Wash away the afflictions that bind us and grant us deliverance from suffering; Purification of the Celestial Spring!"
yellow	"O' shining stars of the night sky, gather and form a constellation of hope and inspiration; Let your celestial light guide me through the darkest of nights; Guiding Star of the Cosmos!"
yellow	"O' shining sun, bestow upon me your radiant power and illuminate the darkness that surrounds me; Let your warmth and brilliance guide me through the shadows and bring hope to all who witness it; Solar Flare Ignition!"
yellow	"O' sparkling radiance of the crystal prism, enhance the magical prowess of my allies; Let their spells surge with newfound power, weaving a symphony of arcane destruction; Amplification of the Crystal Arcanum!"
yellow	"O' spirit of nature, heed my call and become one with me; Let the power of the forest flow through my veins, and let the animals of the wild become my allies; Nature's Avatar!"
yellow	"O' spirit of the harvest, bless this land with your bounty and let the crops grow strong and healthy; Harvest Blessing!"
yellow	"O' spirits of life and growth, hear my call and awaken the latent potential within me; Let my body and mind transcend their limits, and let my spirit flourish and thrive; Genesis Flourish!"
yellow	"Oh, divine light, eternal and pure, grant me the sanctity of your blessed touch; Let the sacred flames cleanse the world of the impure, and embrace the hearts of the righteous; Holy Inferno of Celestial Purity!"
yellow	"Oh, radiant starlight, a chorus of celestial beauty, grace me with your shimmering presence; Weave the threads of cosmic illumination and blind my enemies with the brilliance of a thousand suns; Starburst of the Cosmic Luminescence!"
yellow	"Purest essence of the cosmos, fill me with your boundless energy and unleash the infinite power within; Let the universe bend to my will; Cosmic Resonance!"
yellow	"Radiant aura of vitality, envelop me and restore my vigor; Let your power rejuvenate my body and mind, and let your warmth comfort my soul; Vitalis Aura!"
yellow	"Radiant aura, empower me with your light; Let your divine energy flow through me and enhance my strength, agility, and endurance; Let me transcend my limits and achieve my true potential; Aura Luminis!"
yellow	"Radiant beams of golden light, shine upon my soul and grant me strength; Let the power of the sun fill me with vitality and vigor, and heal my wounds; Shine forth, Solar Renewal!"
yellow	"Radiant beams of life-giving sunlight, bathe my allies in your healing embrace, rejuvenating their spirit and vitality; Resplendent Emanation of the Solar Rebirth!"
yellow	"Radiant beams of the dawn, bless me with your grace and bestow upon me the gift of renewed strength; Let your divine energy invigorate my body and soul; Sunrise Rejuvenation!"
yellow	"Radiant beams of the divine, shine upon me and purify all that is corrupted; With your holy light, banish the darkness and bring forth a new dawn; Celestial Illumination!"
yellow	"Radiant beams of the sun, infuse me with your energy and grant me the power to overcome any obstacle in my path; Solar Burst!"
yellow	"Radiant burst of light, let me dispel the darkness and reveal the truth hidden within; Truth Unveiled!"
yellow	"Radiant energy of the cosmos, heed my call and unleash your full potential; Let your power surge through me and empower my being, and let your glory be forever radiant; Cosmic Ascension!"
yellow	"Radiant force of life, heed my call and empower my being; Let your energy heal all wounds and revitalize all souls, and let your glory shine forevermore; Radiant Vitality!"
yellow	"Radiant sun, bless me with your holy light; Let your warmth and healing power flow through me, and purify my soul from all darkness and despair; Sol Invictus!"
yellow	"Radiant sun, grant me the power of light; Purify my foes with your holy rays, and heal my allies with your warm embrace; Sunburst Radiance!"
yellow	"Radiant wings, lift me to the skies; Let me soar high and behold the majesty of creation; Grant me the freedom to explore the world and discover its secrets; Aureate Flight!"
yellow	"Sacred flame of life, burn away the impurities and purify my body and soul; Phoenix Purge!"
yellow	"Sacred light of the heavens, gather in my hands and form a shield of impenetrable radiance; Let no darkness pass through my divine barrier; Shield of the Seraphim!"
